P_el_nest_h
11.02
10.1175
10.8425
10.3125
12.965
15.2625
15.6075
15.6225
13.435
11.57
11.2025
11.8525
14.8775
16.06
15.87
16.4625
15.515
19.205
17.155
15.655
15.7775
16.89
11.68
10.305
11.5325
10.41
10.6075
13.0025
13.9525
15.6725
16.765
16.4775
15.53
15.8425
15.2425
12.1925
15.1625
19.36
16.8475
17.8025
17.855
17.655
17.5325
18.08
18.09
17.63
12.8475
12.3525
13.13
13.485
12.8275
13.6725
14.205
18.5425
20.9925
21.745
23.3425
22.3075
24.2675
23.8425
20.745
18.8625
17.8475
19.0275
19.37
19.4
18.4975
19.8275
15.71
15.41
11.965
11.825
12.095
11.73
13.245
14.805
17.1675
16.02
18.2875
21.9725
19.5175
15.13
17.1275
19.61
18.65
19.99
19.39
20.9825
20.575
19.6275
19.0125
20.485
20.35
17.65
9.945
11.51
12.945
10.135
12.2375
9.69
13.5225
17.03
17.395
20.1975
24.76
25.375
18.74
17.37
17.385
20.14
22.755
24.4675
20.8975
16.9075
17.1125
16.5875
18.1675
16.8325
10.7975
10.3525
11.835
15.4775
13.54
12.3625
12.7325
15.6325
17.7225
18.89
21.715
23.4225
22.6475
19.5425
19.7425
19.445
20.665
19.2875
16.9325
17.2975
17.3
16.605
18.1
16.9475
14.8225
12.1675
9.905
11.08
12.1425
13.875
16.8625
18.0025
18.3225
17.495
16.1025
15.8875
14.2975
14.3125
16.275
15.815
16.915
18.1075
16.725
16.5625
16.015
17.09
17.3075
17.16
13.2575
13.89
14.425
14.22
15.235
14.4575
17.13
16.835
17.005
15.58
16.8475
17.5775
15.6925
15.8925
17.015
17.685
16.2825
17.47
17.5025
18.89
17.62
18.24
17.04
17.5575
16.3325
16.245
14.5475
13.24
14.1725
13.445
15.1025
19.3125
21.6025
23.425
25.035
27.2375
21.435
21.55
23.1675
23.0475
23.59
25.0425
23.4825
19.905
19.0675
19.2625
18.3825
17.0975
13.6925
13.13
12.105
12.1175
13.4
12.6475
13.9425
18.1025
20.5825
24.4475
26.175
27.45
27.5775
25.0625
24.6
19.45
18.2275
20.09
23.8875
19.465
21.915
19.5075
14.1475
17.7825
11.5625
13.395
14.2125
13.195
13.845
13.9075
14.9675
18.3725
22.3275
24.585
22.73
22.42
22.86
22.35
23.1825
22.685
21.6025
21.115
25.045
21.3425
19.0525
20.945
17.405
16.185
11.5775
15.4
12.3075
10.865
11.8075
14.2525
15.3025
18.815
22.14
25.6
27.215
28.275
24.6325
25.215
23.7275
22.9225
23.145
24.9475
23.6325
22.195
20.2825
22.7275
20.045
19.2825
15.9175
15.44
15.105
16.095
16.54
15.3675
16.9825
18.805
21.9775
24.3225
24.51
22.4575
21.9525
21.7925
22.7775
20.815
20.295
22.2575
21.7825
20.2575
15.87
19.545
18.1875
18.435
16.555
14.2225
15.295
14.425
15.435
14.745
15.9875
19.32
18.2425
17.2975
16.125
14.87
14.91
15.415
15.4675
15.35
16.935
16.995
16.6325
17.5025
19.3425
17.615
16.7275
16.535
16.365
14.9675
15.3375
13.745
14.625
13.625
15.175
16.8525
17.275
15.6
15.7975
16.5075
17.055
17.4475
17.525
17.5975
19.7025
18.1675
18.3675
18
18.975
18.5725
18.2075
16.7725
15.9775
17.3225
15.65
15.895
15.2925
15.385
17.1425
20.0275
22.485
24.5675
23.4925
25.005
23.545
22.6775
29.065
27.25
21.7425
22.8825
24.1875
22.6825
22.8625
22.185
20.0625
19.33
17.2975
15.6425
17.745
14.8775
15.965
14.6725
17.2575
20.2125
23.16
25.8725
26.05
23.825
26.8275
26.2175
27.8375
31.7475
30.3125
28.715
30.4125
25.09
21.8375
22.01
20.35
19.4925
16.76
15.0625
16.4025
13.8675
13.21
13.315
14.7425
18.435
20.6875
22.3025
24.595
25.52
22.975
22.79
32.4475
25.7575
28.4725
26.805
25.2275
23.2625
21.6825
24.615
19.625
19.565
15.5225
15.32
16.5225
16.22
15.3875
15.455
17.245
20.725
24.71
28.225
32.29
28.695
24.2375
21.1425
20.925
20.515
24.2175
21.935
21.395
19.93
20.015
21.4825
18.3925
17.8
16.24
14.675
15.4825
15.3775
14.725
15.5325
18.5575
20.14
23.8
21.4
25.45
24.6525
20.8725
20.4475
25.575
22.775
18.9125
21.0025
20.235
20.6975
18.7125
20.0025
19.9375
19.16
16.58
17.1575
13.63
13.8475
13.9975
13.9525
17.315
16.8725
16.76
16.7525
18.1575
16.2
19.0975
16.9725
16.54
16.8375
17.6825
17.43
17.295
16.3175
18.0875
19.8875
19.435
17.9925
14.53
13.9175
15.1775
14.6175
14.5725
16.6725
15.6425
16.8225
17.0775
16.565
16.41
16.88
17.1025
17.4275
18.5
19.695
20.5
20.61
19.4
18.7475
18.365
17.9625
19.1225
17.6225
15.055
15.11
13.58
13.3775
13.255
14.475
15.5375
18.4175
22.4425
23.7075
24.9475
25.4825
24.705
23.4525
23.9375
21.0075
21.165
20.3375
21.175
20.52
18.1675
17.52
17.9575
16.4
13.635
13.1825
12.6475
12.5025
12.5475
12.685
15.8775
16.65
19.7775
21.755
23.385
26.38
22.55
22.945
24.025
20.72
23.745
26.365
28.1225
25.03
19.0125
16.8075
16.94
17.2375
13.74
14.3475
14.3125
13.8575
12.8625
13.1325
14.96
17.8475
20.0675
23.4925
28.23
29.19
28.7125
26.4525
28.1875
29.3875
32.63
30.8725
29.4275
24.5975
17.97
16.6975
15.88
16.2375
13.4975
12.6975
12.7725
13.73
11.9775
10.945
12.665
15.4725
17.5225
20.45
21.5525
26.0125
28.625
26.6475
26.6925
27.0975
25.9725
25.4525
24.605
21.12
19.555
18.9875
18.1
14.6575
11.465
11.4375
12.315
11.3075
11.7775
12.2925
13.165
15.1375
17.385
21.085
19.4
19.6275
24.4025
21.9475
23.26
24.885
21.8525
18.9875
19.7625
15.3675
14.985
14.89
15.58
15.7575
12.8625
11.765
12.19
9.6
9.5075
10.375
10.9925
12.2825
15.365
12.36
11.465
12.085
12.195
10.685
11.42
12.255
11.47
11.5925
13.67
14.24
14.86
14.1925
12.46
12.7075
10.2125
9.915
9.55
9.595
9.645
11.6875
10.8275
12.88
11.3375
12.28
10.9825
10.9675
11.2275
12.5125
11.4875
12.94
12.16
13.155
15.5475
13.97
13.6275
13.2075
12.585
12.605
10.8975
9.875
10.75
12.3025
10.5275
9.925
11.035
14.2725
16.805
20.185
17.66
19.18
19.1875
17.525
18.295
19.3275
20.4375
19.65
18.7375
18.7475
15.3025
16.205
15.5175
14.325
12.2075
11.085
9.505
11.0175
9.8125
9.855
12.4975
16.26
17.64
18.8675
16.885
16.39
16.4075
17.32
19.625
20.0975
16.4125
18.9375
18.56
17.08
22.48
16.6
15.485
14.695
12.0175
11.225
10.585
11.29
9.9875
10.8825
12.19
15.34
19.0875
24.3125
24.695
23.1925
21.655
21.5175
21.46
20.2925
20.255
24.4125
22.8625
20.61
15.5
14.5075
13.865
13.445
10.595
10.86
10.1225
11.35
11.1175
10.535
12.2775
14.795
18.01
18.9525
23.7825
20.865
20.1825
18.9875
20.825
23.24
22.73
26.84
25.0275
23.855
22.6525
18.235
16.8475
15.995
12.445
10.0625
10.2575
10.795
9.8575
11.37
11.835
15.495
18.3975
19.1
